datetime,upstream,downstream
1995-10-01 00:00:00+00:00,8590.0,12800.0
1995-10-02 00:00:00+00:00,8900.0,13800.0
1995-10-03 00:00:00+00:00,10000.0,16200.0
1995-10-04 00:00:00+00:00,12800.0,20200.0
1995-10-05 00:00:00+00:00,16000.0,24500.0
1995-10-06 00:00:00+00:00,19800.0,28400.0
1995-10-07 00:00:00+00:00,22800.0,30100.0
1995-10-08 00:00:00+00:00,25700.0,31000.0
1995-10-09 00:00:00+00:00,27200.0,33100.0
1995-10-10 00:00:00+00:00,28700.0,34500.0
1995-10-11 00:00:00+00:00,29400.0,35500.0
1995-10-12 00:00:00+00:00,30500.0,35700.0
1995-10-13 00:00:00+00:00,31200.0,36200.0
1995-10-14 00:00:00+00:00,31100.0,36200.0
1995-10-15 00:00:00+00:00,30700.0,35400.0
1995-10-16 00:00:00+00:00,30200.0,34300.0
1995-10-17 00:00:00+00:00,29900.0,34000.0
1995-10-18 00:00:00+00:00,29600.0,33300.0
1995-10-19 00:00:00+00:00,29000.0,32000.0
1995-10-20 00:00:00+00:00,27800.0,31000.0
1995-10-21 00:00:00+00:00,27100.0,29500.0
1995-10-22 00:00:00+00:00,26900.0,29000.0
1995-10-23 00:00:00+00:00,25700.0,29000.0
1995-10-24 00:00:00+00:00,26100.0,30200.0
1995-10-25 00:00:00+00:00,27200.0,30500.0
1995-10-26 00:00:00+00:00,27800.0,32200.0
1995-10-27 00:00:00+00:00,29000.0,34400.0
1995-10-28 00:00:00+00:00,29900.0,36900.0
1995-10-29 00:00:00+00:00,31100.0,38400.0
1995-10-30 00:00:00+00:00,31300.0,39200.0
1995-10-31 00:00:00+00:00,31600.0,40000.0
1995-11-01 00:00:00+00:00,31900.0,40800.0
1995-11-02 00:00:00+00:00,32600.0,41300.0
1995-11-03 00:00:00+00:00,32400.0,40700.0
1995-11-04 00:00:00+00:00,32300.0,39900.0
1995-11-05 00:00:00+00:00,32900.0,40200.0
1995-11-06 00:00:00+00:00,33200.0,39700.0
1995-11-07 00:00:00+00:00,32100.0,38400.0
1995-11-08 00:00:00+00:00,31600.0,37100.0
1995-11-09 00:00:00+00:00,31100.0,35900.0
1995-11-10 00:00:00+00:00,30000.0,35100.0
1995-11-11 00:00:00+00:00,28700.0,33900.0
1995-11-12 00:00:00+00:00,28500.0,31700.0
1995-11-13 00:00:00+00:00,26400.0,30400.0
1995-11-14 00:00:00+00:00,25400.0,28800.0
1995-11-15 00:00:00+00:00,24200.0,28100.0
1995-11-16 00:00:00+00:00,23200.0,27900.0
1995-11-17 00:00:00+00:00,22900.0,27900.0
1995-11-18 00:00:00+00:00,23000.0,27600.0
1995-11-19 00:00:00+00:00,22700.0,27300.0
