datetime,upstream,downstream
2015-09-30 00:00:00+00:00,20700.0,23700.0
2015-10-01 00:00:00+00:00,19000.0,23500.0
2015-10-02 00:00:00+00:00,18000.0,23100.0
2015-10-03 00:00:00+00:00,17600.0,20300.0
2015-10-04 00:00:00+00:00,16900.0,14800.0
2015-10-05 00:00:00+00:00,16400.0,16100.0
2015-10-06 00:00:00+00:00,16200.0,18200.0
2015-10-07 00:00:00+00:00,16100.0,18400.0
2015-10-08 00:00:00+00:00,16100.0,18100.0
2015-10-09 00:00:00+00:00,16100.0,19000.0
2015-10-10 00:00:00+00:00,16100.0,19600.0
2015-10-11 00:00:00+00:00,16100.0,20600.0
2015-10-12 00:00:00+00:00,16300.0,19900.0
2015-10-13 00:00:00+00:00,16400.0,20000.0
2015-10-14 00:00:00+00:00,16400.0,20200.0
2015-10-15 00:00:00+00:00,16300.0,19900.0
2015-10-16 00:00:00+00:00,16200.0,19900.0
2015-10-17 00:00:00+00:00,15700.0,19700.0
2015-10-18 00:00:00+00:00,15200.0,18300.0
2015-10-19 00:00:00+00:00,14900.0,16200.0
2015-10-20 00:00:00+00:00,15000.0,15800.0
2015-10-21 00:00:00+00:00,15000.0,15700.0
2015-10-22 00:00:00+00:00,15100.0,18700.0
2015-10-23 00:00:00+00:00,15200.0,19400.0
2015-10-24 00:00:00+00:00,15300.0,18200.0
2015-10-25 00:00:00+00:00,15900.0,18600.0
2015-10-26 00:00:00+00:00,16400.0,19600.0
2015-10-27 00:00:00+00:00,17000.0,21800.0
2015-10-28 00:00:00+00:00,17600.0,23400.0
2015-10-29 00:00:00+00:00,18100.0,25200.0
2015-10-30 00:00:00+00:00,18800.0,28500.0
2015-10-31 00:00:00+00:00,20300.0,30400.0
2015-11-01 00:00:00+00:00,21600.0,33400.0
2015-11-02 00:00:00+00:00,22000.0,35700.0
2015-11-03 00:00:00+00:00,22500.0,34600.0
2015-11-04 00:00:00+00:00,23000.0,34700.0
2015-11-05 00:00:00+00:00,23400.0,36700.0
2015-11-06 00:00:00+00:00,23600.0,36300.0
2015-11-07 00:00:00+00:00,23600.0,35000.0
2015-11-08 00:00:00+00:00,23500.0,32700.0
2015-11-09 00:00:00+00:00,22500.0,30700.0
2015-11-10 00:00:00+00:00,21300.0,29400.0
2015-11-11 00:00:00+00:00,20700.0,29100.0
2015-11-12 00:00:00+00:00,20900.0,30000.0
2015-11-13 00:00:00+00:00,21400.0,33000.0
2015-11-14 00:00:00+00:00,22200.0,34900.0
2015-11-15 00:00:00+00:00,23100.0,39700.0
2015-11-16 00:00:00+00:00,23900.0,43900.0
2015-11-17 00:00:00+00:00,24800.0,45800.0
2015-11-18 00:00:00+00:00,25500.0,46900.0
2015-11-19 00:00:00+00:00,26600.0,45600.0
2015-11-20 00:00:00+00:00,28600.0,47200.0
2015-11-21 00:00:00+00:00,31500.0,50600.0
2015-11-22 00:00:00+00:00,35800.0,54000.0
2015-11-23 00:00:00+00:00,42000.0,57400.0
2015-11-24 00:00:00+00:00,46300.0,62200.0
2015-11-25 00:00:00+00:00,46800.0,61000.0
2015-11-26 00:00:00+00:00,45700.0,60300.0
2015-11-27 00:00:00+00:00,43800.0,57400.0
2015-11-28 00:00:00+00:00,41800.0,52300.0
2015-11-29 00:00:00+00:00,39700.0,49800.0
2015-11-30 00:00:00+00:00,38600.0,48200.0
2015-12-01 00:00:00+00:00,37700.0,45000.0
2015-12-02 00:00:00+00:00,36800.0,44800.0
2015-12-03 00:00:00+00:00,35500.0,42900.0
2015-12-04 00:00:00+00:00,33800.0,40300.0
2015-12-05 00:00:00+00:00,32200.0,40100.0
2015-12-06 00:00:00+00:00,31000.0,40000.0
2015-12-07 00:00:00+00:00,30000.0,38900.0
2015-12-08 00:00:00+00:00,29300.0,36800.0
2015-12-09 00:00:00+00:00,28800.0,37000.0
2015-12-10 00:00:00+00:00,28600.0,37500.0
2015-12-11 00:00:00+00:00,28600.0,37600.0
2015-12-12 00:00:00+00:00,29200.0,37700.0
2015-12-13 00:00:00+00:00,30200.0,39100.0
2015-12-14 00:00:00+00:00,31200.0,41500.0
2015-12-15 00:00:00+00:00,32300.0,43000.0
2015-12-16 00:00:00+00:00,33700.0,45500.0
2015-12-17 00:00:00+00:00,35100.0,52000.0
2015-12-18 00:00:00+00:00,36600.0,57600.0
2015-12-19 00:00:00+00:00,39100.0,57100.0
2015-12-20 00:00:00+00:00,40800.0,58400.0
2015-12-21 00:00:00+00:00,39600.0,57000.0
2015-12-22 00:00:00+00:00,37200.0,52500.0
2015-12-23 00:00:00+00:00,35700.0,50600.0
2015-12-24 00:00:00+00:00,34600.0,51200.0
2015-12-25 00:00:00+00:00,33700.0,50200.0
2015-12-26 00:00:00+00:00,33100.0,47800.0
2015-12-27 00:00:00+00:00,32500.0,46300.0
2015-12-28 00:00:00+00:00,31800.0,44400.0
2015-12-29 00:00:00+00:00,30800.0,41100.0
2015-12-30 00:00:00+00:00,28900.0,36900.0
2015-12-31 00:00:00+00:00,25200.0,35200.0
2016-01-01 00:00:00+00:00,23300.0,33300.0
2016-01-02 00:00:00+00:00,22600.0,28600.0
2016-01-03 00:00:00+00:00,22700.0,27800.0
2016-01-04 00:00:00+00:00,22900.0,28800.0
2016-01-05 00:00:00+00:00,23200.0,31800.0
2016-01-06 00:00:00+00:00,23400.0,30700.0
2016-01-07 00:00:00+00:00,23500.0,29800.0
2016-01-08 00:00:00+00:00,23400.0,32400.0
2016-01-09 00:00:00+00:00,23300.0,34000.0
2016-01-10 00:00:00+00:00,22900.0,30500.0
2016-01-11 00:00:00+00:00,22100.0,24900.0
2016-01-12 00:00:00+00:00,20800.0,14900.0
2016-01-13 00:00:00+00:00,19300.0,14400.0
2016-01-14 00:00:00+00:00,17600.0,19800.0
2016-01-15 00:00:00+00:00,17500.0,23000.0
2016-01-16 00:00:00+00:00,18000.0,26600.0
2016-01-17 00:00:00+00:00,18500.0,26700.0
2016-01-18 00:00:00+00:00,19100.0,28200.0
2016-01-19 00:00:00+00:00,19400.0,28200.0
2016-01-20 00:00:00+00:00,19600.0,27700.0
2016-01-21 00:00:00+00:00,19800.0,25300.0
2016-01-22 00:00:00+00:00,19900.0,27400.0
2016-01-23 00:00:00+00:00,19900.0,27400.0
2016-01-24 00:00:00+00:00,19800.0,27500.0
2016-01-25 00:00:00+00:00,19500.0,27500.0
2016-01-26 00:00:00+00:00,19100.0,27500.0
2016-01-27 00:00:00+00:00,18800.0,27400.0
2016-01-28 00:00:00+00:00,18600.0,27300.0
2016-01-29 00:00:00+00:00,18300.0,27300.0
2016-01-30 00:00:00+00:00,18200.0,26200.0
2016-01-31 00:00:00+00:00,18100.0,25200.0
2016-02-01 00:00:00+00:00,18100.0,25400.0
2016-02-02 00:00:00+00:00,18000.0,26900.0
2016-02-03 00:00:00+00:00,17900.0,27000.0
2016-02-04 00:00:00+00:00,17800.0,26900.0
2016-02-05 00:00:00+00:00,17600.0,27000.0
2016-02-06 00:00:00+00:00,17600.0,24400.0
2016-02-07 00:00:00+00:00,17600.0,24400.0
2016-02-08 00:00:00+00:00,17600.0,24600.0
2016-02-09 00:00:00+00:00,17600.0,26800.0
2016-02-10 00:00:00+00:00,17600.0,24800.0
2016-02-11 00:00:00+00:00,17700.0,22100.0
2016-02-12 00:00:00+00:00,17700.0,22400.0
2016-02-13 00:00:00+00:00,17700.0,22200.0
2016-02-14 00:00:00+00:00,17700.0,22000.0
2016-02-15 00:00:00+00:00,17600.0,21900.0
2016-02-16 00:00:00+00:00,17500.0,21800.0
2016-02-17 00:00:00+00:00,17300.0,21900.0
2016-02-18 00:00:00+00:00,17200.0,21900.0
2016-02-19 00:00:00+00:00,17100.0,22000.0
2016-02-20 00:00:00+00:00,17100.0,22700.0
2016-02-21 00:00:00+00:00,17100.0,22800.0
2016-02-22 00:00:00+00:00,17400.0,23900.0
2016-02-23 00:00:00+00:00,17900.0,25400.0
2016-02-24 00:00:00+00:00,18700.0,26000.0
2016-02-25 00:00:00+00:00,20200.0,28200.0
2016-02-26 00:00:00+00:00,22400.0,29800.0
2016-02-27 00:00:00+00:00,23700.0,30500.0
2016-02-28 00:00:00+00:00,24900.0,31600.0
2016-02-29 00:00:00+00:00,25900.0,33700.0
2016-03-01 00:00:00+00:00,26700.0,35500.0
2016-03-02 00:00:00+00:00,27100.0,35000.0
2016-03-03 00:00:00+00:00,27100.0,34300.0
2016-03-04 00:00:00+00:00,27100.0,34200.0
2016-03-05 00:00:00+00:00,27100.0,33800.0
2016-03-06 00:00:00+00:00,27100.0,33900.0
2016-03-07 00:00:00+00:00,27000.0,34000.0
2016-03-08 00:00:00+00:00,26800.0,33900.0
2016-03-09 00:00:00+00:00,26600.0,34500.0
2016-03-10 00:00:00+00:00,26800.0,37100.0
2016-03-11 00:00:00+00:00,27100.0,41000.0
2016-03-12 00:00:00+00:00,27400.0,45600.0
2016-03-13 00:00:00+00:00,27700.0,51100.0
2016-03-14 00:00:00+00:00,28100.0,52700.0
2016-03-15 00:00:00+00:00,28700.0,52500.0
2016-03-16 00:00:00+00:00,29700.0,54800.0
2016-03-17 00:00:00+00:00,29100.0,58800.0
2016-03-18 00:00:00+00:00,31600.0,61500.0
2016-03-19 00:00:00+00:00,35500.0,69400.0
2016-03-20 00:00:00+00:00,42900.0,80800.0
2016-03-21 00:00:00+00:00,51000.0,93900.0
2016-03-22 00:00:00+00:00,55700.0,97700.0
2016-03-23 00:00:00+00:00,56700.0,91500.0
2016-03-24 00:00:00+00:00,56000.0,85800.0
2016-03-25 00:00:00+00:00,53000.0,78300.0
2016-03-26 00:00:00+00:00,51200.0,72800.0
2016-03-27 00:00:00+00:00,48500.0,69200.0
2016-03-28 00:00:00+00:00,45800.0,66300.0
2016-03-29 00:00:00+00:00,41600.0,63800.0
2016-03-30 00:00:00+00:00,41100.0,63100.0
2016-03-31 00:00:00+00:00,41200.0,63300.0
2016-04-01 00:00:00+00:00,42700.0,63400.0
2016-04-02 00:00:00+00:00,42400.0,63600.0
2016-04-03 00:00:00+00:00,42500.0,64300.0
2016-04-04 00:00:00+00:00,44600.0,65500.0
2016-04-05 00:00:00+00:00,43300.0,64500.0
