datetime,upstream,downstream
2007-10-01 00:00:00+00:00,103.0,523.0
2007-10-02 00:00:00+00:00,103.0,515.0
2007-10-03 00:00:00+00:00,104.0,508.0
2007-10-04 00:00:00+00:00,125.0,497.0
2007-10-05 00:00:00+00:00,152.0,491.0
2007-10-06 00:00:00+00:00,165.0,486.0
2007-10-07 00:00:00+00:00,167.0,478.0
2007-10-08 00:00:00+00:00,187.0,484.0
2007-10-09 00:00:00+00:00,215.0,509.0
2007-10-10 00:00:00+00:00,274.0,514.0
2007-10-11 00:00:00+00:00,312.0,513.0
2007-10-12 00:00:00+00:00,308.0,492.0
2007-10-13 00:00:00+00:00,308.0,476.0
2007-10-14 00:00:00+00:00,311.0,461.0
2007-10-15 00:00:00+00:00,310.0,448.0
2007-10-16 00:00:00+00:00,317.0,444.0
2007-10-17 00:00:00+00:00,348.0,434.0
2007-10-18 00:00:00+00:00,362.0,462.0
2007-10-19 00:00:00+00:00,362.0,510.0
2007-10-20 00:00:00+00:00,358.0,508.0
2007-10-21 00:00:00+00:00,343.0,508.0
2007-10-22 00:00:00+00:00,369.0,503.0
2007-10-23 00:00:00+00:00,398.0,495.0
2007-10-24 00:00:00+00:00,397.0,487.0
2007-10-25 00:00:00+00:00,396.0,484.0
2007-10-26 00:00:00+00:00,397.0,493.0
2007-10-27 00:00:00+00:00,401.0,505.0
2007-10-28 00:00:00+00:00,402.0,519.0
2007-10-29 00:00:00+00:00,326.0,533.0
2007-10-30 00:00:00+00:00,393.0,550.0
2007-10-31 00:00:00+00:00,398.0,573.0
2007-11-01 00:00:00+00:00,394.0,578.0
2007-11-02 00:00:00+00:00,393.0,596.0
2007-11-03 00:00:00+00:00,229.0,615.0
2007-11-04 00:00:00+00:00,229.0,635.0
2007-11-05 00:00:00+00:00,326.0,654.0
2007-11-06 00:00:00+00:00,369.0,664.0
2007-11-07 00:00:00+00:00,375.0,674.0
2007-11-08 00:00:00+00:00,369.0,684.0
2007-11-09 00:00:00+00:00,374.0,690.0
2007-11-10 00:00:00+00:00,375.0,703.0
2007-11-11 00:00:00+00:00,368.0,721.0
2007-11-12 00:00:00+00:00,370.0,733.0
2007-11-13 00:00:00+00:00,364.0,740.0
2007-11-14 00:00:00+00:00,364.0,747.0
2007-11-15 00:00:00+00:00,363.0,750.0
2007-11-16 00:00:00+00:00,332.0,752.0
2007-11-17 00:00:00+00:00,297.0,755.0
2007-11-18 00:00:00+00:00,299.0,752.0
2007-11-19 00:00:00+00:00,304.0,754.0
2007-11-20 00:00:00+00:00,310.0,756.0
2007-11-21 00:00:00+00:00,226.0,755.0
2007-11-22 00:00:00+00:00,173.0,750.0
2007-11-23 00:00:00+00:00,174.0,760.0
2007-11-24 00:00:00+00:00,174.0,765.0
2007-11-25 00:00:00+00:00,172.0,765.0
2007-11-26 00:00:00+00:00,173.0,763.0
2007-11-27 00:00:00+00:00,143.0,770.0
2007-11-28 00:00:00+00:00,121.0,780.0
2007-11-29 00:00:00+00:00,121.0,800.0
2007-11-30 00:00:00+00:00,118.0,840.0
2007-12-01 00:00:00+00:00,114.0,880.0
2007-12-02 00:00:00+00:00,114.0,875.0
2007-12-03 00:00:00+00:00,116.0,870.0
2007-12-04 00:00:00+00:00,116.0,865.0
2007-12-05 00:00:00+00:00,119.0,860.0
2007-12-06 00:00:00+00:00,116.0,855.0
2007-12-07 00:00:00+00:00,117.0,850.0
2007-12-08 00:00:00+00:00,117.0,845.0
2007-12-09 00:00:00+00:00,117.0,840.0
2007-12-10 00:00:00+00:00,116.0,840.0
2007-12-11 00:00:00+00:00,117.0,835.0
2007-12-12 00:00:00+00:00,116.0,850.0
2007-12-13 00:00:00+00:00,116.0,860.0
2007-12-14 00:00:00+00:00,117.0,870.0
2007-12-15 00:00:00+00:00,116.0,875.0
2007-12-16 00:00:00+00:00,118.0,880.0
2007-12-17 00:00:00+00:00,126.0,885.0
2007-12-18 00:00:00+00:00,134.0,895.0
2007-12-19 00:00:00+00:00,135.0,910.0
2007-12-20 00:00:00+00:00,135.0,918.0
2007-12-21 00:00:00+00:00,106.0,910.0
2007-12-22 00:00:00+00:00,130.0,910.0
2007-12-23 00:00:00+00:00,128.0,910.0
2007-12-24 00:00:00+00:00,128.0,905.0
2007-12-25 00:00:00+00:00,128.0,900.0
2007-12-26 00:00:00+00:00,127.0,900.0
2007-12-27 00:00:00+00:00,127.0,895.0
2007-12-28 00:00:00+00:00,129.0,880.0
2007-12-29 00:00:00+00:00,128.0,870.0
2007-12-30 00:00:00+00:00,129.0,860.0
2007-12-31 00:00:00+00:00,130.0,855.0
2008-01-01 00:00:00+00:00,133.0,855.0
2008-01-02 00:00:00+00:00,132.0,855.0
2008-01-03 00:00:00+00:00,131.0,855.0
2008-03-05 00:00:00+00:00,124.0,575.0
2008-03-06 00:00:00+00:00,137.0,575.0
2008-03-07 00:00:00+00:00,138.0,575.0
2008-03-08 00:00:00+00:00,137.0,575.0
2008-03-09 00:00:00+00:00,142.0,575.0
2008-03-10 00:00:00+00:00,141.0,575.0
2008-03-11 00:00:00+00:00,142.0,575.0
2008-03-12 00:00:00+00:00,141.0,580.0
2008-03-13 00:00:00+00:00,142.0,580.0
2008-03-14 00:00:00+00:00,142.0,560.0
2008-03-15 00:00:00+00:00,137.0,550.0
2008-03-16 00:00:00+00:00,136.0,550.0
2008-03-17 00:00:00+00:00,137.0,545.0
2008-03-18 00:00:00+00:00,136.0,545.0
2008-03-19 00:00:00+00:00,139.0,540.0
2008-03-20 00:00:00+00:00,137.0,540.0
2008-03-21 00:00:00+00:00,137.0,540.0
2008-03-22 00:00:00+00:00,137.0,530.0
2008-03-23 00:00:00+00:00,140.0,510.0
2008-03-24 00:00:00+00:00,138.0,480.0
2008-03-25 00:00:00+00:00,138.0,460.0
2008-03-26 00:00:00+00:00,138.0,450.0
2008-03-27 00:00:00+00:00,139.0,440.0
2008-03-28 00:00:00+00:00,139.0,440.0
2008-03-29 00:00:00+00:00,137.0,440.0
2008-03-30 00:00:00+00:00,138.0,445.0
2008-03-31 00:00:00+00:00,140.0,445.0
2008-04-01 00:00:00+00:00,142.0,445.0
2008-04-02 00:00:00+00:00,141.0,447.0
2008-04-03 00:00:00+00:00,131.0,450.0
2008-04-04 00:00:00+00:00,123.0,455.0
2008-04-05 00:00:00+00:00,125.0,460.0
2008-04-06 00:00:00+00:00,125.0,465.0
2008-04-07 00:00:00+00:00,128.0,420.0
2008-04-08 00:00:00+00:00,129.0,450.0
2008-04-09 00:00:00+00:00,128.0,500.0
2008-04-10 00:00:00+00:00,127.0,534.0
2008-04-11 00:00:00+00:00,130.0,558.0
2008-04-12 00:00:00+00:00,131.0,561.0
2008-04-13 00:00:00+00:00,132.0,557.0
2008-04-14 00:00:00+00:00,148.0,561.0
2008-04-15 00:00:00+00:00,158.0,590.0
2008-04-16 00:00:00+00:00,201.0,720.0
2008-04-17 00:00:00+00:00,320.0,809.0
2008-04-18 00:00:00+00:00,373.0,883.0
2008-04-19 00:00:00+00:00,373.0,923.0
2008-04-20 00:00:00+00:00,374.0,947.0
2008-04-21 00:00:00+00:00,400.0,966.0
2008-04-22 00:00:00+00:00,435.0,978.0
2008-04-23 00:00:00+00:00,435.0,963.0
2008-04-24 00:00:00+00:00,470.0,958.0
2008-04-25 00:00:00+00:00,523.0,967.0
2008-04-26 00:00:00+00:00,545.0,987.0
2008-04-27 00:00:00+00:00,547.0,976.0
2008-04-28 00:00:00+00:00,585.0,981.0
2008-04-29 00:00:00+00:00,623.0,993.0
2008-04-30 00:00:00+00:00,630.0,1020.0
2008-05-01 00:00:00+00:00,628.0,1050.0
2008-05-02 00:00:00+00:00,625.0,1080.0
2008-05-03 00:00:00+00:00,622.0,1110.0
2008-05-04 00:00:00+00:00,620.0,1130.0
2008-05-05 00:00:00+00:00,615.0,1140.0
2008-05-06 00:00:00+00:00,614.0,1140.0
2008-05-07 00:00:00+00:00,617.0,1180.0
2008-05-08 00:00:00+00:00,628.0,1190.0
2008-05-09 00:00:00+00:00,616.0,1200.0
2008-05-10 00:00:00+00:00,613.0,1220.0
2008-05-11 00:00:00+00:00,613.0,1250.0
2008-05-12 00:00:00+00:00,614.0,1250.0
2008-05-13 00:00:00+00:00,615.0,1260.0
2008-05-14 00:00:00+00:00,617.0,1270.0
2008-05-15 00:00:00+00:00,618.0,1290.0
2008-05-16 00:00:00+00:00,620.0,1310.0
2008-05-17 00:00:00+00:00,623.0,1340.0
2008-05-18 00:00:00+00:00,622.0,1370.0
2008-05-19 00:00:00+00:00,495.0,1390.0
2008-05-20 00:00:00+00:00,495.0,1420.0
2008-05-21 00:00:00+00:00,505.0,1430.0
2008-05-22 00:00:00+00:00,515.0,1450.0
2008-05-23 00:00:00+00:00,535.0,1460.0
2008-05-24 00:00:00+00:00,557.0,1480.0
2008-05-25 00:00:00+00:00,493.0,1500.0
2008-05-26 00:00:00+00:00,491.0,1510.0
2008-05-27 00:00:00+00:00,406.0,1520.0
